Date,Username,Rating,Review Text,cleaning,case_folding,normalisasi,tokenized,stopwords removal,steming_data,Sentiment
2025-07-08 16:08:12,Firman Utira4,5,toko yg amanah aman menggunakan shopee produknya yg seimbang dengan dompet maju trus shopee👍,toko yg amanah aman menggunakan shopee produknya yg seimbang dengan dompet maju trus shopee,toko yg amanah aman menggunakan shopee produknya yg seimbang dengan dompet maju trus shopee,toko yang amanah aman menggunakan shopee produknya yang seimbang dengan dompet maju terus shopee,"['toko', 'yang', 'amanah', 'aman', 'menggunakan', 'shopee', 'produknya', 'yang', 'seimbang', 'dengan', 'dompet', 'maju', 'terus', 'shopee']","['toko', 'amanah', 'aman', 'shopee', 'produknya', 'seimbang', 'dompet', 'maju', 'shopee']",toko amanah aman shopee produk imbang dompet maju shopee,positif
2025-07-08 16:05:33,Murdiana,5,"shopee sangat membantu saya untuk belanja"". promonya slalu ada, lebih murah🤩",shopee sangat membantu saya untuk belanja promonya slalu ada lebih murah,shopee sangat membantu saya untuk belanja promonya slalu ada lebih murah,shopee sangat membantu saya untuk belanja promonya selalu ada lebih murah,"['shopee', 'sangat', 'membantu', 'saya', 'untuk', 'belanja', 'promonya', 'selalu', 'ada', 'lebih', 'murah']","['shopee', 'membantu', 'belanja', 'promonya', 'murah']",shopee bantu belanja promonya murah,Negatif
2025-07-08 16:05:24,Ahmad Arifin,1,"buruk pelayanan, merugikan pengguna",buruk pelayanan merugikan pengguna,buruk pelayanan merugikan pengguna,buruk pelayanan merugikan pengguna,"['buruk', 'pelayanan', 'merugikan', 'pengguna']","['buruk', 'pelayanan', 'merugikan', 'pengguna']",buruk layan rugi guna,negatif
2025-07-08 16:04:55,Cipto Pernomo,5,barang yang dikirim selalu real dan tepat waktu ... sukses selalu untuk shopee indonesia,barang yang dikirim selalu real dan tepat waktu  sukses selalu untuk shopee indonesia,barang yang dikirim selalu real dan tepat waktu  sukses selalu untuk shopee indonesia,barang yang dikirim selalu real dan tepat waktu sukses selalu untuk shopee indonesia,"['barang', 'yang', 'dikirim', 'selalu', 'real', 'dan', 'tepat', 'waktu', 'sukses', 'selalu', 'untuk', 'shopee', 'indonesia']","['barang', 'dikirim', 'real', 'sukses', 'shopee', 'indonesia']",barang kirim real sukses shopee indonesia,positif
2025-07-08 16:04:02,Irfan Yuwana,5,bagus sope banyak promo nya,bagus sope banyak promo nya,bagus sope banyak promo nya,bagus sope banyak promo ya,"['bagus', 'sope', 'banyak', 'promo', 'ya']","['bagus', 'sope', 'promo', 'ya']",bagus sope promo ya,positif
2025-07-08 16:03:56,Marta Martini,5,suka sekalikarna belanja JD mudah banyak hadiah dan vocer jadi murah,suka sekalikarna belanja JD mudah banyak hadiah dan vocer jadi murah,suka sekalikarna belanja jd mudah banyak hadiah dan vocer jadi murah,suka sekalikarna belanja jadi mudah banyak hadiah dan vocer jadi murah,"['suka', 'sekalikarna', 'belanja', 'jadi', 'mudah', 'banyak', 'hadiah', 'dan', 'vocer', 'jadi', 'murah']","['suka', 'sekalikarna', 'belanja', 'mudah', 'hadiah', 'vocer', 'murah']",suka sekalikarna belanja mudah hadiah vocer murah,Positif
2025-07-08 16:01:41,Muhammad Mubarak,5,scocok untuk belanja dan barangnya sangat baik dan memuaskan mantap 💯,scocok untuk belanja dan barangnya sangat baik dan memuaskan mantap ,scocok untuk belanja dan barangnya sangat baik dan memuaskan mantap ,scocok untuk belanja dan barangnya sangat baik dan memuaskan mantap,"['scocok', 'untuk', 'belanja', 'dan', 'barangnya', 'sangat', 'baik', 'dan', 'memuaskan', 'mantap']","['scocok', 'belanja', 'barangnya', 'memuaskan', 'mantap']",scocok belanja barang muas mantap,positif
2025-07-08 16:01:24,Edy Witoko,5,belanja simpel tanpa ribet,belanja simpel tanpa ribet,belanja simpel tanpa ribet,belanja simpel tanpa ribet,"['belanja', 'simpel', 'tanpa', 'ribet']","['belanja', 'simpel', 'ribet']",belanja simpel ribet,Negatif
2025-07-08 16:01:13,tasya kurnianingsih,5,Shopee saya tidak bisa cekout ya? mengapa?,Shopee saya tidak bisa cekout ya mengapa,shopee saya tidak bisa cekout ya mengapa,shopee saya tidak bisa cekout ya mengapa,"['shopee', 'saya', 'tidak', 'bisa', 'cekout', 'ya', 'mengapa']","['shopee', 'cekout', 'ya']",shopee cekout ya,positif
2025-07-08 15:59:53,Adhyastha Albyan syuja,5,singkat(murah),singkatmurah,singkatmurah,singkatmurah,['singkatmurah'],['singkatmurah'],singkatmurah,Positif
2025-07-08 15:58:17,AMAR RIZAL,5,sangat ferpeck sional,sangat ferpeck sional,sangat ferpeck sional,sangat ferpeck sional,"['sangat', 'ferpeck', 'sional']","['ferpeck', 'sional']",ferpeck sional,Negatif
2025-07-08 15:58:17,nurul husna,5,selama ini shopee memang jd andalan,selama ini shopee memang jd andalan,selama ini shopee memang jd andalan,selama ini shopee memang jadi andalan,"['selama', 'ini', 'shopee', 'memang', 'jadi', 'andalan']","['shopee', 'andalan']",shopee andal,Positif
2025-07-08 15:57:43,sheza dzakiyah,1,males bgt pake shopee skrng..pengiriman lelet...mpe berhari2..gk ada lg 2 hari paket sampe..paket sampe bs 4 5 hari padahal jabodetabek,males bgt pake shopee skrngpengiriman leletmpe berharigk ada lg  hari paket sampepaket sampe bs   hari padahal jabodetabek,males bgt pake shopee skrngpengiriman leletmpe berharigk ada lg  hari paket sampepaket sampe bs   hari padahal jabodetabek,malas banget pakai shopee skrngpengiriman leletmpe berharigk ada lagi hari paket sampepaket sampai bisa hari padahal jabodetabek,"['malas', 'banget', 'pakai', 'shopee', 'skrngpengiriman', 'leletmpe', 'berharigk', 'ada', 'lagi', 'hari', 'paket', 'sampepaket', 'sampai', 'bisa', 'hari', 'padahal', 'jabodetabek']","['malas', 'banget', 'pakai', 'shopee', 'skrngpengiriman', 'leletmpe', 'berharigk', 'paket', 'sampepaket', 'jabodetabek']",malas banget pakai shopee skrngpengiriman leletmpe berharigk paket sampepaket jabodetabek,positif
2025-07-08 15:57:42,Arie. Ndaru.Id.Maju2,5,aplikasi shopee bagus sangat maju.tingkatkan.terus promo menarik kwalitas barang yang bagus.dan.menarik.serta gratis ongkir nya!!. mendukung efisiensi anggaran tepat sasaran serta mendukung Indonesia maju berjuang tiada akhir,aplikasi shopee bagus sangat majutingkatkanterus promo menarik kwalitas barang yang bagusdanmenarikserta gratis ongkir nya mendukung efisiensi anggaran tepat sasaran serta mendukung Indonesia maju berjuang tiada akhir,aplikasi shopee bagus sangat majutingkatkanterus promo menarik kwalitas barang yang bagusdanmenarikserta gratis ongkir nya mendukung efisiensi anggaran tepat sasaran serta mendukung indonesia maju berjuang tiada akhir,aplikasi shopee bagus sangat majutingkatkanterus promo menarik kwalitas barang yang bagusdanmenarikserta gratis ongkir ya mendukung efisiensi anggaran tepat sasaran serta mendukung indonesia maju berjuang tiada akhir,"['aplikasi', 'shopee', 'bagus', 'sangat', 'majutingkatkanterus', 'promo', 'menarik', 'kwalitas', 'barang', 'yang', 'bagusdanmenarikserta', 'gratis', 'ongkir', 'ya', 'mendukung', 'efisiensi', 'anggaran', 'tepat', 'sasaran', 'serta', 'mendukung', 'indonesia', 'maju', 'berjuang', 'tiada', 'akhir']","['aplikasi', 'shopee', 'bagus', 'majutingkatkanterus', 'promo', 'menarik', 'kwalitas', 'barang', 'bagusdanmenarikserta', 'gratis', 'ongkir', 'ya', 'mendukung', 'efisiensi', 'anggaran', 'sasaran', 'mendukung', 'indonesia', 'maju', 'berjuang', 'tiada']",aplikasi shopee bagus majutingkatkanterus promo tarik kwalitas barang bagusdanmenarikserta gratis ongkir ya dukung efisiensi anggar sasar dukung indonesia maju juang tiada,positif
2025-07-08 15:56:36,Adhitya Rara,5,Saya kasih bintang 5 klo saya bisa beli produk 11:11 .saya selalu tepat wktu tpi knpa semua barang habis trus .aneh .trus tidak ada keterangan pmbeli nya siapa.hrusnya d prlihatkan pmbeli flashsale nya siapa aja,Saya kasih bintang  klo saya bisa beli produk  saya selalu tepat wktu tpi knpa semua barang habis trus aneh trus tidak ada keterangan pmbeli nya siapahrusnya d prlihatkan pmbeli flashsale nya siapa aja,saya kasih bintang  klo saya bisa beli produk  saya selalu tepat wktu tpi knpa semua barang habis trus aneh trus tidak ada keterangan pmbeli nya siapahrusnya d prlihatkan pmbeli flashsale nya siapa aja,saya kasih bintang kalau saya bisa beli produk saya selalu tepat waktu tapi kenapa semua barang habis terus aneh terus tidak ada keterangan pmbeli ya siapahrusnya di prlihatkan pmbeli flashsale ya siapa saja,"['saya', 'kasih', 'bintang', 'kalau', 'saya', 'bisa', 'beli', 'produk', 'saya', 'selalu', 'tepat', 'waktu', 'tapi', 'kenapa', 'semua', 'barang', 'habis', 'terus', 'aneh', 'terus', 'tidak', 'ada', 'keterangan', 'pmbeli', 'ya', 'siapahrusnya', 'di', 'prlihatkan', 'pmbeli', 'flashsale', 'ya', 'siapa', 'saja']","['kasih', 'bintang', 'beli', 'produk', 'barang', 'habis', 'aneh', 'keterangan', 'pmbeli', 'ya', 'siapahrusnya', 'prlihatkan', 'pmbeli', 'flashsale', 'ya']",kasih bintang beli produk barang habis aneh terang pmbeli ya siapahrusnya prlihatkan pmbeli flashsale ya,positif
2025-07-08 15:56:20,Andin Jutex,5,saya suka dg aplikasinya,saya suka dg aplikasinya,saya suka dg aplikasinya,saya suka dengan aplikasinya,"['saya', 'suka', 'dengan', 'aplikasinya']","['suka', 'aplikasinya']",suka aplikasi,negatif
2025-07-08 15:55:27,Vall Aje,5,berbelanja di sini emang ori ori semua,berbelanja di sini emang ori ori semua,berbelanja di sini emang ori ori semua,berbelanja di sini memang orisinal orisinal semua,"['berbelanja', 'di', 'sini', 'memang', 'orisinal', 'orisinal', 'semua']","['berbelanja', 'orisinal', 'orisinal']",belanja orisinal orisinal,positif
2025-07-08 15:54:42,Alfaro Rizky,5,mantap sekali.....gas terus promo2.nya,mantap sekaligas terus promonya,mantap sekaligas terus promonya,mantap sekaligas terus promonya,"['mantap', 'sekaligas', 'terus', 'promonya']","['mantap', 'sekaligas', 'promonya']",mantap sekaligas promonya,positif
2025-07-08 15:54:30,Al Vito,1,download nya lama,download nya lama,download nya lama,download ya lama,"['download', 'ya', 'lama']","['download', 'ya']",download ya,positif
2025-07-08 15:54:13,fajri Fajri,5,Biarkan bintang yg berbicara,Biarkan bintang yg berbicara,biarkan bintang yg berbicara,biarkan bintang yang berbicara,"['biarkan', 'bintang', 'yang', 'berbicara']","['biarkan', 'bintang', 'berbicara']",biar bintang bicara,Negatif
2025-07-08 15:51:51,Susi Yatik,5,belanja di Shopi nyaman,belanja di Shopi nyaman,belanja di shopi nyaman,belanja di shopi nyaman,"['belanja', 'di', 'shopi', 'nyaman']","['belanja', 'shopi', 'nyaman']",belanja shopi nyaman,positif
2025-07-08 15:51:48,Umay rinaldi,5,"woy min!, gw ada saran nih bisa gak aplikasinya itu dikurangin kan banyak tuh pra-aplikasinya yang banyak banget gimana kalo agak dipisah pisah karena menurut analisis ku banyak pengguna shopee itu hpnya cepet panas dan lag ketika di aplikasi shopeenya langsung, jadi lebih baik di perbaiki min supaya aplikasi e-commerce lancar min, semoga aja di notif sama Mimin, kalo di notif tolong min bantuannya, Ig @ayssely.id",woy min gw ada saran nih bisa gak aplikasinya itu dikurangin kan banyak tuh praaplikasinya yang banyak banget gimana kalo agak dipisah pisah karena menurut analisis ku banyak pengguna shopee itu hpnya cepet panas dan lag ketika di aplikasi shopeenya langsung jadi lebih baik di perbaiki min supaya aplikasi ecommerce lancar min semoga aja di notif sama Mimin kalo di notif tolong min bantuannya Ig aysselyid,woy min gw ada saran nih bisa gak aplikasinya itu dikurangin kan banyak tuh praaplikasinya yang banyak banget gimana kalo agak dipisah pisah karena menurut analisis ku banyak pengguna shopee itu hpnya cepet panas dan lag ketika di aplikasi shopeenya langsung jadi lebih baik di perbaiki min supaya aplikasi ecommerce lancar min semoga aja di notif sama mimin kalo di notif tolong min bantuannya ig aysselyid,woy min gue ada saran nih bisa tidak aplikasinya itu dikurangin kan banyak tuh praaplikasinya yang banyak banget bagaimana kalau agak dipisah pisah karena menurut analisis ku banyak pengguna shopee itu hpnya cepat panas dan lag ketika di aplikasi shopeenya langsung jadi lebih baik di perbaiki min supaya aplikasi ecommerce lancar min semoga saja di notif sama admin kalau di notif tolong min bantuannya ig aysselyid,"['woy', 'min', 'gue', 'ada', 'saran', 'nih', 'bisa', 'tidak', 'aplikasinya', 'itu', 'dikurangin', 'kan', 'banyak', 'tuh', 'praaplikasinya', 'yang', 'banyak', 'banget', 'bagaimana', 'kalau', 'agak', 'dipisah', 'pisah', 'karena', 'menurut', 'analisis', 'ku', 'banyak', 'pengguna', 'shopee', 'itu', 'hpnya', 'cepat', 'panas', 'dan', 'lag', 'ketika', 'di', 'aplikasi', 'shopeenya', 'langsung', 'jadi', 'lebih', 'baik', 'di', 'perbaiki', 'min', 'supaya', 'aplikasi', 'ecommerce', 'lancar', 'min', 'semoga', 'saja', 'di', 'notif', 'sama', 'admin', 'kalau', 'di', 'notif', 'tolong', 'min', 'bantuannya', 'ig', 'aysselyid']","['woy', 'min', 'gue', 'saran', 'nih', 'aplikasinya', 'dikurangin', 'tuh', 'praaplikasinya', 'banget', 'dipisah', 'pisah', 'analisis', 'ku', 'pengguna', 'shopee', 'hpnya', 'cepat', 'panas', 'lag', 'aplikasi', 'shopeenya', 'langsung', 'perbaiki', 'min', 'aplikasi', 'ecommerce', 'lancar', 'min', 'semoga', 'notif', 'admin', 'notif', 'tolong', 'min', 'bantuannya', 'ig', 'aysselyid']",woy min gue saran nih aplikasi rangin tuh praaplikasinya banget pisah pisah analisis ku guna shopee hpnya cepat panas lag aplikasi shopeenya langsung baik min aplikasi ecommerce lancar min moga notif admin notif tolong min bantu ig aysselyid,Positif
2025-07-08 15:51:34,Mami Mami,1,"kalau bayar kes selalu banyak kendala yg inilah yang itu lah, yg ujung2nya bikin rugi costumer, haloo kami belanja karna butuh ya, bukan sekedar hambur2 kekayaan, trus itu expedisinya SPX murahan gk propesional sekali, leletnya minta ampun, tapi selalu saja otomatis itu yg aktif kaya upil aja nemplok..tolong lah shope layanannya di tingkatkan lagi...bukannya 1x atau 2x loh kami langganan, kenyamanan kami terganggu,..kami warga indonesia sellu mengedepankan shope kalau shoping..plis deh..",kalau bayar kes selalu banyak kendala yg inilah yang itu lah yg ujungnya bikin rugi costumer haloo kami belanja karna butuh ya bukan sekedar hambur kekayaan trus itu expedisinya SPX murahan gk propesional sekali leletnya minta ampun tapi selalu saja otomatis itu yg aktif kaya upil aja nemploktolong lah shope layanannya di tingkatkan lagibukannya x atau x loh kami langganan kenyamanan kami terganggukami warga indonesia sellu mengedepankan shope kalau shopingplis deh,kalau bayar kes selalu banyak kendala yg inilah yang itu lah yg ujungnya bikin rugi costumer haloo kami belanja karna butuh ya bukan sekedar hambur kekayaan trus itu expedisinya spx murahan gk propesional sekali leletnya minta ampun tapi selalu saja otomatis itu yg aktif kaya upil aja nemploktolong lah shope layanannya di tingkatkan lagibukannya x atau x loh kami langganan kenyamanan kami terganggukami warga indonesia sellu mengedepankan shope kalau shopingplis deh,kalau bayar kes selalu banyak kendala yang inilah yang itu lah yang ujungnya bikin rugi costumer haloo kami belanja karena butuh ya bukan sekedar hambur kekayaan terus itu expedisinya spx murahan tidak propesional sekali leletnya meminta ampun tapi selalu saja otomatis itu yang aktif kayak upil saja nemploktolong lah shope layanannya di tingkatkan lagibukannya kali atau kali loh kami langganan kenyamanan kami terganggukami warga indonesia sellu mengedepankan shope kalau shopingplis deh,"['kalau', 'bayar', 'kes', 'selalu', 'banyak', 'kendala', 'yang', 'inilah', 'yang', 'itu', 'lah', 'yang', 'ujungnya', 'bikin', 'rugi', 'costumer', 'haloo', 'kami', 'belanja', 'karena', 'butuh', 'ya', 'bukan', 'sekedar', 'hambur', 'kekayaan', 'terus', 'itu', 'expedisinya', 'spx', 'murahan', 'tidak', 'propesional', 'sekali', 'leletnya', 'meminta', 'ampun', 'tapi', 'selalu', 'saja', 'otomatis', 'itu', 'yang', 'aktif', 'kayak', 'upil', 'saja', 'nemploktolong', 'lah', 'shope', 'layanannya', 'di', 'tingkatkan', 'lagibukannya', 'kali', 'atau', 'kali', 'loh', 'kami', 'langganan', 'kenyamanan', 'kami', 'terganggukami', 'warga', 'indonesia', 'sellu', 'mengedepankan', 'shope', 'kalau', 'shopingplis', 'deh']","['bayar', 'kes', 'kendala', 'ujungnya', 'bikin', 'rugi', 'costumer', 'haloo', 'belanja', 'butuh', 'ya', 'sekedar', 'hambur', 'kekayaan', 'expedisinya', 'spx', 'murahan', 'propesional', 'leletnya', 'ampun', 'otomatis', 'aktif', 'kayak', 'upil', 'nemploktolong', 'shope', 'layanannya', 'tingkatkan', 'lagibukannya', 'kali', 'kali', 'loh', 'langganan', 'kenyamanan', 'terganggukami', 'warga', 'indonesia', 'sellu', 'mengedepankan', 'shope', 'shopingplis', 'deh']",bayar kes kendala ujung bikin rugi costumer haloo belanja butuh ya dar hambur kaya expedisinya spx murah propesional lelet ampun otomatis aktif kayak upil nemploktolong shope layan tingkat lagibukannya kali kali loh langgan nyaman terganggukami warga indonesia sellu depan shope shopingplis deh,positif
2025-07-08 15:51:31,Amir Jambi,5,Terimakasih barang yg di terima sesuai dan pas.,Terimakasih barang yg di terima sesuai dan pas,terimakasih barang yg di terima sesuai dan pas,terimakasih barang yang di terima sesuai dan pas,"['terimakasih', 'barang', 'yang', 'di', 'terima', 'sesuai', 'dan', 'pas']","['terimakasih', 'barang', 'terima', 'sesuai', 'pas']",terimakasih barang terima sesuai pas,positif
2025-07-08 15:51:21,Mae Munah,5,bgus free ongkir dan banyak diskon,bgus free ongkir dan banyak diskon,bgus free ongkir dan banyak diskon,bagus free ongkir dan banyak diskon,"['bagus', 'free', 'ongkir', 'dan', 'banyak', 'diskon']","['bagus', 'free', 'ongkir', 'diskon']",bagus free ongkir diskon,positif
2025-07-08 15:48:48,Lyly,1,awal pakai SHOPEE emang bagus tp makin ke sini makin berat trus sering terjadi ERROR 2001 & 403001😭😭😭,awal pakai SHOPEE emang bagus tp makin ke sini makin berat trus sering terjadi ERROR   ,awal pakai shopee emang bagus tp makin ke sini makin berat trus sering terjadi error   ,awal pakai shopee memang bagus tapi makin ke sini makin berat terus sering terjadi error,"['awal', 'pakai', 'shopee', 'memang', 'bagus', 'tapi', 'makin', 'ke', 'sini', 'makin', 'berat', 'terus', 'sering', 'terjadi', 'error']","['pakai', 'shopee', 'bagus', 'berat', 'error']",pakai shopee bagus berat error,negatif
2025-07-08 15:47:57,Pratikno Jati,5,barang banyak yg sesuai pesanan,barang banyak yg sesuai pesanan,barang banyak yg sesuai pesanan,barang banyak yang sesuai pesanan,"['barang', 'banyak', 'yang', 'sesuai', 'pesanan']","['barang', 'sesuai', 'pesanan']",barang sesuai pesan,positif
2025-07-08 15:47:45,Jimmi Simanjuntak,5,"saya sangat puas dengan shoope,semoga makin jaya dan sukses kedepan nya",saya sangat puas dengan shoopesemoga makin jaya dan sukses kedepan nya,saya sangat puas dengan shoopesemoga makin jaya dan sukses kedepan nya,saya sangat puas dengan shoopesemoga makin jaya dan sukses kedepan ya,"['saya', 'sangat', 'puas', 'dengan', 'shoopesemoga', 'makin', 'jaya', 'dan', 'sukses', 'kedepan', 'ya']","['puas', 'shoopesemoga', 'jaya', 'sukses', 'kedepan', 'ya']",puas shoopesemoga jaya sukses depan ya,positif
